Дата заключения,Дата расчетов,Время заключения,Наименование,Код,Валюта,Вид,Количество,Цена,Сумма,НКД,Комиссия Брокера,Комиссия Биржи,Номер сделки,Комментарий,Статус
14.10.2024,15.10.2024,18:15:31,SBMMETF,SBMM,RUB,Продажа,200,13.914,2782.80,0.00,0.00,0.83,11297103475,,И
14.10.2024,15.10.2024,18:17:00,ЯНДЕКС,YDEX,RUB,Покупка,1,4067,4067.00,0.00,2.44,1.22,11297108720,,И
14.10.2024,15.10.2024,18:17:46,СевСт-ао,CHMF,RUB,Покупка,1,1240.8,1240.80,0.00,0.74,0.37,11297111647,,И
14.10.2024,15.10.2024,18:18:08,Системаао,AFKS,RUB,Покупка,100,15.518,1551.80,0.00,0.94,0.47,11297112846,,И
14.10.2024,15.10.2024,18:18:40,Роснефть,ROSN,RUB,Покупка,1,497.95,497.95,0.00,0.29,0.15,11297114586,,И
14.10.2024,15.10.2024,18:19:07,Новатэкао,NVTK,RUB,Покупка,1,967.8,967.80,0.00,0.59,0.29,11297115862,,И
28.10.2024,29.10.2024,14:46:54,Аэрофлот,AFLT,RUB,Покупка,10,54.14,541.40,0.00,0.32,0.16,11349401912,,И
28.10.2024,29.10.2024,14:48:36,Лентаао,LENT,RUB,Покупка,1,1017,1017.00,0.00,0.62,0.31,11349413803,,И
28.10.2024,29.10.2024,14:49:10,Ростел-ао,RTKM,RUB,Покупка,10,62.91,629.10,0.00,0.37,0.19,11349417268,,И
28.10.2024,29.10.2024,14:49:54,Самолетао,SMLT,RUB,Покупка,1,1518,1518.00,0.00,0.91,0.45,11349422806,,И
28.10.2024,29.10.2024,14:50:34,MDMG-ао,MDMG,RUB,Покупка,1,833.7,833.70,0.00,0.50,0.25,11349428112,,И
28.10.2024,29.10.2024,14:51:22,ИНАРКТИКА,AQUA,RUB,Покупка,1,572.5,572.50,0.00,0.35,0.17,11349437240,,И
28.10.2024,29.10.2024,22:44:38,SBMMETF,SBMM,RUB,Покупка,100,14.014,1401.40,0.00,0.00,0.42,11352050047,,И
24.11.2021,26.11.2021,16:45:56,FXIMETF,FXIM,RUB,Покупка,4,102.52,410.08,0.00,0.25,0.04,4676871170,,И
24.11.2021,26.11.2021,16:45:56,FXIMETF,FXIM,RUB,Покупка,1,102.52,102.52,0.00,0.06,0.02,4676871171,,И
24.11.2021,26.11.2021,16:45:56,FXIMETF,FXIM,RUB,Покупка,2,102.52,205.04,0.00,0.12,0.02,4676871172,,И
24.11.2021,26.11.2021,16:47:04,FXRLETF,FXRL,RUB,Покупка,35,42.9,1501.50,0.00,0.90,0.14,4676875070,,И
24.11.2021,26.11.2021,16:47:28,VTBEETF,VTBE,RUB,Покупка,13,93.07,1209.91,0.00,0.73,0.11,4676876400,,И
24.11.2021,26.11.2021,16:50:09,БПИФбрутто,SBMX,RUB,Покупка,28,19.928,557.98,0.00,0.00,0.05,4676885521,,И
15.11.2023,16.11.2023,11:32:27,ЛУКОЙЛ,LKOH,RUB,Покупка,1,7165,7165.00,0.00,4.30,0.00,8949754486,,И
15.11.2023,16.11.2023,11:35:28,ИнтерРАОао,IRAO,RUB,Покупка,100,4.2015,420.15,0.00,0.25,0.00,8949777553,,И
22.11.2023,23.11.2023,13:05:32,РОСНАНО2P5,RU000A102HB3,RUB,Покупка,10,96,9600.00,301.40,5.76,0.19,9012702209,,И
30.11.2023,01.12.2023,19:10:58,МТС-ао,MTSS,RUB,Покупка,10,254.7,2547.00,0.00,1.53,0.00,9080959548,,ЗО
30.11.2023,01.12.2023,19:14:58,СевСт-ао,CHMF,RUB,Покупка,1,1271.8,1271.80,0.00,0.76,0.00,9080967468,,ЗО
30.11.2023,01.12.2023,19:15:49,ИнтерРАОао,IRAO,RUB,Покупка,100,4.168,416.80,0.00,0.25,0.00,9080968585,,ЗО
18.11.2024,19.11.2024,10:16:38,SBMMETF,SBMM,RUB,Продажа,200,14.182,2836.40,0.00,0.00,0.85,11433165976,,И
18.11.2024,19.11.2024,10:18:51,Сбербанк,SBER,RUB,Покупка,10,248.45,2484.50,0.00,1.49,0.75,11433198703,,И
18.11.2024,19.11.2024,10:19:11,РусГидро,HYDR,RUB,Покупка,1000,0.5114,511.40,0.00,0.31,0.16,11433203494,,И
18.11.2024,19.11.2024,10:19:50,Аэрофлот,AFLT,RUB,Покупка,10,62.56,625.60,0.00,0.37,0.19,11433220730,,И
18.11.2024,19.11.2024,10:20:19,Лентаао,LENT,RUB,Покупка,1,1032.5,1032.50,0.00,0.62,0.31,11433229854,,И
18.11.2024,19.11.2024,10:20:39,Ростел-ао,RTKM,RUB,Покупка,10,62.09,620.90,0.00,0.37,0.19,11433241175,,И
18.11.2024,19.11.2024,10:21:26,MDMG-ао,MDMG,RUB,Покупка,1,900,900.00,0.00,0.54,0.27,11433283095,,И
18.11.2024,19.11.2024,10:21:38,ИНАРКТИКА,AQUA,RUB,Покупка,1,599,599.00,0.00,0.36,0.18,11433292629,,И
15.12.2021,17.12.2021,12:29:55,БПИФбрутто,SBMX,RUB,Покупка,52,18.509,962.47,0.00,0.00,0.09,4765590001,,И
15.12.2021,17.12.2021,12:30:29,FXRLETF,FXRL,RUB,Покупка,15,40.065,600.98,0.00,0.36,0.05,4765593817,,И
15.12.2021,17.12.2021,12:31:02,FXRWETF,FXRW,RUB,Покупка,100,1.3251,132.51,0.00,0.08,0.02,4765597650,,И
15.12.2021,17.12.2021,12:31:34,FXDMETF,FXDM,RUB,Покупка,8,76.69,613.52,0.00,0.37,0.05,4765601747,,И
15.12.2021,17.12.2021,12:32:35,FXDEETF,FXDE,RUB,Покупка,3,28.99,86.97,0.00,0.05,0.02,4765609314,,И
15.12.2021,17.12.2021,12:48:11,VTBEETF,VTBE,RUB,Покупка,4,89.49,357.96,0.00,0.22,0.03,4765703929,,И
27.12.2021,29.12.2021,18:17:51,SBSPETF,SBSP,RUB,Покупка,1,1860,1860.00,0.00,0.00,0.17,4812162403,,И
27.12.2021,29.12.2021,18:17:55,БПИФбрутто,SBMX,RUB,Покупка,50,19.069,953.45,0.00,0.00,0.09,4812162614,,И
27.12.2021,29.12.2021,18:18:25,FXRWETF,FXRW,RUB,Покупка,135,1.3548,182.90,0.00,0.11,0.02,4812164596,,И
27.12.2021,29.12.2021,18:18:56,FXDEETF,FXDE,RUB,Покупка,15,29.505,442.58,0.00,0.26,0.04,4812166907,,И
27.12.2021,29.12.2021,18:19:23,FXDMETF,FXDM,RUB,Покупка,11,78.66,865.26,0.00,0.52,0.08,4812169063,,И
27.12.2021,29.12.2021,18:19:54,FXRLETF,FXRL,RUB,Покупка,20,41.36,827.20,0.00,0.50,0.07,4812173483,,И
27.12.2021,29.12.2021,18:24:18,VTBEETF,VTBE,RUB,Покупка,11,90.46,995.06,0.00,0.60,0.09,4812193081,,И
30.12.2021,04.01.2022,16:22:03,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829207953,,О
30.12.2021,04.01.2022,16:24:34,FXGDETF,FXGD,RUB,Покупка,1,906.4,906.40,0.00,0.55,0.09,4829216361,,О
30.12.2021,04.01.2022,16:25:48,FXGDETF,FXGD,RUB,Продажа,1,906.4,906.40,0.00,0.54,0.09,4829221233,,О
30.12.2021,04.01.2022,16:27:05,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829225682,,О
30.12.2021,04.01.2022,16:30:25,FXGDETF,FXGD,RUB,Покупка,2,906.8,1813.60,0.00,1.09,0.17,4829239337,,О
22.12.2022,23.12.2022,19:12:01,25084,RU000A101FA1,RUB,Покупка,30,98.621,29586.30,344.10,17.75,2.81,7088015774,,И
23.12.2022,27.12.2022,16:44:05,БПИФбрутто,SBMX,RUB,Покупка,53,11.584,613.95,0.00,0.00,0.19,7099375184,,И
30.11.2023,01.12.2023,19:10:58,МТС-ао,MTSS,RUB,Покупка,10,254.7,2547.00,0.00,1.53,0.00,9080959548,,И
30.11.2023,01.12.2023,19:14:58,СевСт-ао,CHMF,RUB,Покупка,1,1271.8,1271.80,0.00,0.76,0.00,9080967468,,И
30.11.2023,01.12.2023,19:15:49,ИнтерРАОао,IRAO,RUB,Покупка,100,4.168,416.80,0.00,0.25,0.00,9080968585,,И
30.11.2023,01.12.2023,19:10:58,МТС-ао,MTSS,RUB,Покупка,10,254.7,2547.00,0.00,1.53,0.00,9080959548,,И
30.11.2023,01.12.2023,19:14:58,СевСт-ао,CHMF,RUB,Покупка,1,1271.8,1271.80,0.00,0.76,0.00,9080967468,,И
30.11.2023,01.12.2023,19:15:49,ИнтерРАОао,IRAO,RUB,Покупка,100,4.168,416.80,0.00,0.25,0.00,9080968585,,И
12.12.2023,13.12.2023,18:05:01,ГАЗПРОМао,GAZP,RUB,Покупка,10,163.13,1631.30,0.00,0.98,0.49,9180837630,,И
12.12.2023,13.12.2023,18:11:29,ИнтерРАОао,IRAO,RUB,Покупка,200,3.8865,777.30,0.00,0.47,0.00,9180879364,,И
12.12.2023,13.12.2023,18:15:40,YandexclA,YNDX,RUB,Покупка,1,2274,2274.00,0.00,1.36,0.00,9180905063,,И
19.12.2023,20.12.2023,13:26:19,КПокров1P1,RU000A102S23,RUB,Покупка,7,97.4,6818.00,63.56,4.09,0.40,9239523320,,И
19.12.2023,20.12.2023,13:26:21,КПокров1P1,RU000A102S23,RUB,Покупка,3,97.4,2922.00,27.24,1.75,0.17,9239523625,,И
29.12.2023,03.01.2024,13:19:13,Сбербанк,SBER,RUB,Покупка,10,272,2720.00,0.00,1.63,0.82,9327081300,,О
29.12.2023,03.01.2024,13:20:41,Системаао,AFKS,RUB,Покупка,100,16.058,1605.80,0.00,0.96,0.00,9327090308,,О
29.12.2023,03.01.2024,13:26:13,ИнтерРАОао,IRAO,RUB,Покупка,100,3.9405,394.05,0.00,0.24,0.00,9327124562,,О
02.12.2024,03.12.2024,10:59:43,Системаао,AFKS,RUB,Покупка,100,12.804,1280.40,0.00,0.77,0.38,11546049907,,И
02.12.2024,03.12.2024,11:00:09,МосБиржа,MOEX,RUB,Покупка,10,187.14,1871.40,0.00,1.12,0.56,11546054438,,И
02.12.2024,03.12.2024,11:00:48,Аэрофлот,AFLT,RUB,Покупка,10,52.86,528.60,0.00,0.32,0.16,11546060977,,И
02.12.2024,03.12.2024,11:01:12,Ростел-ао,RTKM,RUB,Покупка,10,55.02,550.20,0.00,0.33,0.16,11546065801,,И
02.12.2024,03.12.2024,11:01:50,Самолетао,SMLT,RUB,Покупка,1,1034.5,1034.50,0.00,0.62,0.31,11546073707,,И
02.12.2024,03.12.2024,11:02:11,ИНАРКТИКА,AQUA,RUB,Покупка,1,587.5,587.50,0.00,0.35,0.17,11546077511,,И
13.12.2024,16.12.2024,10:58:15,Сбербанк,SBER,RUB,Покупка,10,229.99,2299.90,0.00,1.38,0.69,11684348297,,И
13.12.2024,16.12.2024,10:58:46,МТС-ао,MTSS,RUB,Покупка,10,169.15,1691.50,0.00,1.01,0.51,11684352466,,И
13.12.2024,16.12.2024,10:59:09,Системаао,AFKS,RUB,Покупка,100,11.909,1190.90,0.00,0.71,0.36,11684355015,,И
13.12.2024,16.12.2024,10:59:39,РусГидро,HYDR,RUB,Покупка,1000,0.4562,456.20,0.00,0.28,0.14,11684359327,,И
24.12.2024,25.12.2024,12:45:35,ММК,MAGN,RUB,Покупка,20,34.265,685.30,0.00,0.41,0.21,11805629719,,И
24.12.2024,25.12.2024,12:47:09,СевСт-ао,CHMF,RUB,Покупка,1,1145.2,1145.20,0.00,0.69,0.35,11805639622,,И
24.12.2024,25.12.2024,12:48:02,ИнтерРАОао,IRAO,RUB,Покупка,300,3.681,1104.30,0.00,0.66,0.33,11805647305,,И
24.12.2024,25.12.2024,12:48:59,МосБиржа,MOEX,RUB,Покупка,10,187.43,1874.30,0.00,1.13,0.56,11805655321,,И
24.12.2024,25.12.2024,12:49:37,Лентаао,LENT,RUB,Покупка,1,1117,1117.00,0.00,0.67,0.33,11805659399,,И
28.12.2024,30.12.2024,14:50:51,SBMMETF,SBMM,RUB,Покупка,476,14.513,6908.19,0.00,0.00,2.07,11867298140,,И
02.03.2023,03.03.2023,17:43:21,25084,RU000A101FA1,RUB,Покупка,2,98.842,1976.84,43.28,1.19,0.30,7359771110,,ЗО
02.03.2023,06.03.2023,17:49:45,Сбербанк,SBER,RUB,Покупка,10,168.58,1685.80,0.00,1.01,0.50,7359790795,,ЗО
02.03.2023,06.03.2023,18:02:11,БПИФбрутто,SBMX,RUB,Покупка,100,12.364,1236.40,0.00,0.00,0.37,7359828041,,ЗО
27.04.2023,02.05.2023,12:52:37,БПИФбрутто,SBMX,RUB,Покупка,80,14.389,1151.12,0.00,0.00,0.35,7587448512,,И
27.04.2023,02.05.2023,13:05:22,Сбербанк,SBER,RUB,Покупка,10,238.6,2386.00,0.00,1.43,0.71,7587511423,,И
27.04.2023,02.05.2023,13:05:55,ГАЗПРОМао,GAZP,RUB,Покупка,10,178.95,1789.50,0.00,1.08,0.54,7587514459,,И
01.08.2024,02.08.2024,15:12:15,SBMMETF,SBMM,RUB,Покупка,200,13.4335,2686.70,0.00,0.00,0.80,11008383879,,И
30.08.2024,02.09.2024,18:08:56,SBMMETF,SBMM,RUB,Продажа,300,13.631,4089.30,0.00,0.00,1.23,11125098501,,И
30.08.2024,02.09.2024,18:10:05,ЯНДЕКС,YDEX,RUB,Покупка,1,3785,3785.00,0.00,2.27,1.13,11125104232,,И
30.08.2024,02.09.2024,18:11:53,Системаао,AFKS,RUB,Покупка,100,16.088,1608.80,0.00,0.97,0.49,11125114093,,И
30.08.2024,02.09.2024,18:12:48,Роснефть,ROSN,RUB,Покупка,1,478.25,478.25,0.00,0.28,0.14,11125120200,,И
30.08.2024,02.09.2024,18:12:48,Роснефть,ROSN,RUB,Покупка,2,478.25,956.50,0.00,0.58,0.28,11125120201,,И
30.08.2024,02.09.2024,18:13:10,Новатэкао,NVTK,RUB,Покупка,1,972.2,972.20,0.00,0.58,0.29,11125122351,,И
30.08.2024,02.09.2024,18:13:49,РусГидро,HYDR,RUB,Покупка,3000,0.5222,1566.60,0.00,0.94,0.47,11125126109,,И
30.08.2024,02.09.2024,18:13:49,РусГидро,HYDR,RUB,Покупка,1000,0.5222,522.20,0.00,0.31,0.16,11125126110,,И
30.08.2024,02.09.2024,18:08:56,SBMMETF,SBMM,RUB,Продажа,300,13.631,4089.30,0.00,0.00,1.23,11125098501,,И
30.08.2024,02.09.2024,18:10:05,ЯНДЕКС,YDEX,RUB,Покупка,1,3785,3785.00,0.00,2.27,1.13,11125104232,,И
30.08.2024,02.09.2024,18:11:53,Системаао,AFKS,RUB,Покупка,100,16.088,1608.80,0.00,0.97,0.49,11125114093,,И
30.08.2024,02.09.2024,18:12:48,Роснефть,ROSN,RUB,Покупка,1,478.25,478.25,0.00,0.28,0.14,11125120200,,И
30.08.2024,02.09.2024,18:12:48,Роснефть,ROSN,RUB,Покупка,2,478.25,956.50,0.00,0.58,0.28,11125120201,,И
30.08.2024,02.09.2024,18:13:10,Новатэкао,NVTK,RUB,Покупка,1,972.2,972.20,0.00,0.58,0.29,11125122351,,И
30.08.2024,02.09.2024,18:13:49,РусГидро,HYDR,RUB,Покупка,3000,0.5222,1566.60,0.00,0.94,0.47,11125126109,,И
30.08.2024,02.09.2024,18:13:49,РусГидро,HYDR,RUB,Покупка,1000,0.5222,522.20,0.00,0.31,0.16,11125126110,,И
02.10.2023,03.10.2023,10:12:36,Магнитао,MGNT,RUB,Покупка,1,5513,5513.00,0.00,3.31,1.65,8521450698,,ЗО
02.12.2024,03.12.2024,10:59:43,Системаао,AFKS,RUB,Покупка,100,12.804,1280.40,0.00,0.77,0.38,11546049907,,ЗО
02.12.2024,03.12.2024,11:00:09,МосБиржа,MOEX,RUB,Покупка,10,187.14,1871.40,0.00,1.12,0.56,11546054438,,ЗО
02.12.2024,03.12.2024,11:00:48,Аэрофлот,AFLT,RUB,Покупка,10,52.86,528.60,0.00,0.32,0.16,11546060977,,ЗО
02.12.2024,03.12.2024,11:01:12,Ростел-ао,RTKM,RUB,Покупка,10,55.02,550.20,0.00,0.33,0.16,11546065801,,ЗО
02.12.2024,03.12.2024,11:01:50,Самолетао,SMLT,RUB,Покупка,1,1034.5,1034.50,0.00,0.62,0.31,11546073707,,ЗО
02.12.2024,03.12.2024,11:02:11,ИНАРКТИКА,AQUA,RUB,Покупка,1,587.5,587.50,0.00,0.35,0.17,11546077511,,ЗО
30.12.2021,04.01.2022,16:22:03,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829207953,,О
30.12.2021,04.01.2022,16:24:34,FXGDETF,FXGD,RUB,Покупка,1,906.4,906.40,0.00,0.55,0.09,4829216361,,О
30.12.2021,04.01.2022,16:25:48,FXGDETF,FXGD,RUB,Продажа,1,906.4,906.40,0.00,0.54,0.09,4829221233,,О
30.12.2021,04.01.2022,16:27:05,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829225682,,О
30.12.2021,04.01.2022,16:30:25,FXGDETF,FXGD,RUB,Покупка,2,906.8,1813.60,0.00,1.09,0.17,4829239337,,О
29.12.2023,03.01.2024,13:19:13,Сбербанк,SBER,RUB,Покупка,10,272,2720.00,0.00,1.63,0.82,9327081300,,И
29.12.2023,03.01.2024,13:20:41,Системаао,AFKS,RUB,Покупка,100,16.058,1605.80,0.00,0.96,0.00,9327090308,,И
29.12.2023,03.01.2024,13:26:13,ИнтерРАОао,IRAO,RUB,Покупка,100,3.9405,394.05,0.00,0.24,0.00,9327124562,,И
02.03.2023,03.03.2023,17:43:21,25084,RU000A101FA1,RUB,Покупка,2,98.842,1976.84,43.28,1.19,0.30,7359771110,,И
02.03.2023,06.03.2023,17:49:45,Сбербанк,SBER,RUB,Покупка,10,168.58,1685.80,0.00,1.01,0.50,7359790795,,О
02.03.2023,06.03.2023,18:02:11,БПИФбрутто,SBMX,RUB,Покупка,100,12.364,1236.40,0.00,0.00,0.37,7359828041,,О
31.05.2024,03.06.2024,17:14:25,БПИФбрутто,SBMX,RUB,Покупка,50,19.07,953.50,0.00,0.00,0.28,10559156817,,И
31.05.2024,03.06.2024,17:15:53,Сбербанк,SBER,RUB,Покупка,10,316.12,3161.20,0.00,1.90,0.95,10559162893,,И
31.05.2024,03.06.2024,17:18:44,SBGDETF,SBGD,RUB,Покупка,10,20.465,204.65,0.00,0.00,0.00,10559181206,,И
31.05.2024,03.06.2024,17:19:06,ЛУКОЙЛ,LKOH,RUB,Покупка,1,7500,7500.00,0.00,4.50,0.00,10559182524,,И
31.05.2024,03.06.2024,17:21:20,ИнтерРАОао,IRAO,RUB,Покупка,100,4.1085,410.85,0.00,0.24,0.12,10559193179,,И
31.05.2024,03.06.2024,17:24:02,SBMMETF,SBMM,RUB,Продажа,100,13.1,1310.00,0.00,0.00,0.40,10559249325,,И
31.05.2024,03.06.2024,17:25:14,МосБиржа,MOEX,RUB,Покупка,10,243.92,2439.20,0.00,1.47,0.73,10559268092,,И
02.10.2023,03.10.2023,10:12:36,Магнитао,MGNT,RUB,Покупка,1,5513,5513.00,0.00,3.31,1.65,8521450698,,И
02.12.2024,03.12.2024,10:59:43,Системаао,AFKS,RUB,Покупка,100,12.804,1280.40,0.00,0.77,0.38,11546049907,,И
02.12.2024,03.12.2024,11:00:09,МосБиржа,MOEX,RUB,Покупка,10,187.14,1871.40,0.00,1.12,0.56,11546054438,,И
02.12.2024,03.12.2024,11:00:48,Аэрофлот,AFLT,RUB,Покупка,10,52.86,528.60,0.00,0.32,0.16,11546060977,,И
02.12.2024,03.12.2024,11:01:12,Ростел-ао,RTKM,RUB,Покупка,10,55.02,550.20,0.00,0.33,0.16,11546065801,,И
02.12.2024,03.12.2024,11:01:50,Самолетао,SMLT,RUB,Покупка,1,1034.5,1034.50,0.00,0.62,0.31,11546073707,,И
02.12.2024,03.12.2024,11:02:11,ИНАРКТИКА,AQUA,RUB,Покупка,1,587.5,587.50,0.00,0.35,0.17,11546077511,,И
30.12.2021,04.01.2022,16:22:03,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829207953,,И
30.12.2021,04.01.2022,16:24:34,FXGDETF,FXGD,RUB,Покупка,1,906.4,906.40,0.00,0.55,0.09,4829216361,,И
30.12.2021,04.01.2022,16:25:48,FXGDETF,FXGD,RUB,Продажа,1,906.4,906.40,0.00,0.54,0.09,4829221233,,И
30.12.2021,04.01.2022,16:27:05,FXGDETF,FXGD,RUB,Продажа,1,906.2,906.20,0.00,0.54,0.09,4829225682,,И
30.12.2021,04.01.2022,16:30:25,FXGDETF,FXGD,RUB,Покупка,2,906.8,1813.60,0.00,1.09,0.17,4829239337,,И
01.03.2024,04.03.2024,22:54:04,МосБиржа,MOEX,RUB,Покупка,10,199.26,1992.60,0.00,1.20,0.00,9735631396,,И
30.09.2021,04.10.2021,10:59:34,SBSPETF,SBSP,RUB,Покупка,1,1696.2,1696.20,0.00,0.00,0.16,4453542268,,И
02.03.2023,06.03.2023,17:49:45,Сбербанк,SBER,RUB,Покупка,10,168.58,1685.80,0.00,1.01,0.50,7359790795,,И
02.03.2023,06.03.2023,18:02:11,БПИФбрутто,SBMX,RUB,Покупка,100,12.364,1236.40,0.00,0.00,0.37,7359828041,,И
08.07.2024,09.07.2024,12:03:10,YandexclA,YNDX,RUB,Продажа,2,4250,8500.00,0.00,0.00,0.00,10882563687,Заявкапотелефону,ЗО
08.07.2024,09.07.2024,12:04:08,ЯНДЕКС,YDEX,RUB,Покупка,2,4250,8500.00,0.00,4.25,0.00,10882597257,Заявкапотелефону,ЗО
08.10.2024,09.10.2024,20:30:00,26234,RU000A101QE0,RUB,Покупка,10,90.344,9034.40,103.60,5.42,1.36,11277072190,,ЗО
09.06.2021,11.06.2021,12:45:24,БПИФбрутто,SBMX,RUB,Покупка,40,18.88,755.20,0.00,0.45,0.07,4019876426,,ЗО
08.07.2024,09.07.2024,12:03:10,YandexclA,YNDX,RUB,Продажа,2,4250,8500.00,0.00,25.50,0.00,10882563687,Заявкапотелефону,И
08.07.2024,09.07.2024,12:04:08,ЯНДЕКС,YDEX,RUB,Покупка,2,4250,8500.00,0.00,4.25,0.00,10882597257,Заявкапотелефону,И
08.10.2024,09.10.2024,20:30:00,26234,RU000A101QE0,RUB,Покупка,10,90.344,9034.40,103.60,5.42,1.36,11277072190,,И
09.06.2021,11.06.2021,12:45:24,БПИФбрутто,SBMX,RUB,Покупка,40,18.88,755.20,0.00,0.45,0.07,4019876426,,О
09.06.2021,11.06.2021,12:45:24,БПИФбрутто,SBMX,RUB,Покупка,40,18.88,755.20,0.00,0.45,0.07,4019876426,,И
11.06.2021,15.06.2021,22:19:00,FXUSETF,FXUS,RUB,Покупка,1,5616,5616.00,0.00,3.37,0.52,4029471218,,ЗО
12.05.2023,16.05.2023,18:20:45,ЛУКОЙЛ,LKOH,RUB,Покупка,1,4817,4817.00,0.00,2.89,1.44,7646220764,,ЗО
12.12.2023,13.12.2023,18:05:01,ГАЗПРОМао,GAZP,RUB,Покупка,10,163.13,1631.30,0.00,0.98,0.49,9180837630,,ЗО
12.12.2023,13.12.2023,18:11:29,ИнтерРАОао,IRAO,RUB,Покупка,200,3.8865,777.30,0.00,0.47,0.00,9180879364,,ЗО
12.12.2023,13.12.2023,18:15:40,YandexclA,YNDX,RUB,Покупка,1,2274,2274.00,0.00,1.36,0.00,9180905063,,ЗО
13.12.2024,16.12.2024,10:58:15,Сбербанк,SBER,RUB,Покупка,10,229.99,2299.90,0.00,1.38,0.69,11684348297,,ЗО
13.12.2024,16.12.2024,10:58:46,МТС-ао,MTSS,RUB,Покупка,10,169.15,1691.50,0.00,1.01,0.51,11684352466,,ЗО
13.12.2024,16.12.2024,10:59:09,Системаао,AFKS,RUB,Покупка,100,11.909,1190.90,0.00,0.71,0.36,11684355015,,ЗО
13.12.2024,16.12.2024,10:59:39,РусГидро,HYDR,RUB,Покупка,1000,0.4562,456.20,0.00,0.28,0.14,11684359327,,ЗО
12.12.2023,13.12.2023,18:05:01,ГАЗПРОМао,GAZP,RUB,Покупка,10,163.13,1631.30,0.00,0.98,0.49,9180837630,,И
12.12.2023,13.12.2023,18:11:29,ИнтерРАОао,IRAO,RUB,Покупка,200,3.8865,777.30,0.00,0.47,0.00,9180879364,,И
12.12.2023,13.12.2023,18:15:40,YandexclA,YNDX,RUB,Покупка,1,2274,2274.00,0.00,1.36,0.00,9180905063,,И
14.01.2025,15.01.2025,11:31:23,ГазпромКP3,RU000A101QM3,RUB,Продажа,8,95.49,7639.20,62.48,4.58,1.01,12014274040,,ЗО
14.01.2025,15.01.2025,11:31:23,ГазпромКP3,RU000A101QM3,RUB,Продажа,1,95.42,954.20,7.81,0.57,0.12,12014274041,,ЗО
14.01.2025,15.01.2025,11:31:23,ГазпромКP3,RU000A101QM3,RUB,Продажа,2,95.42,1908.40,15.62,1.15,0.26,12014274042,,ЗО
14.01.2025,15.01.2025,11:32:13,МВФИН1Р3,RU000A104ZK2,RUB,Покупка,3,93.18,2795.40,86.28,1.68,0.42,12014278320,,ЗО
14.01.2025,15.01.2025,11:32:13,МВФИН1Р3,RU000A104ZK2,RUB,Покупка,3,93.19,2795.70,86.28,1.68,0.42,12014278321,,ЗО
14.01.2025,15.01.2025,11:32:13,МВФИН1Р3,RU000A104ZK2,RUB,Покупка,5,93.25,4662.50,143.80,2.79,0.70,12014278322,,ЗО
14.01.2025,15.01.2025,11:56:24,26234,RU000A101QE0,RUB,Продажа,10,93.661,9366.10,0.00,5.62,1.41,12014529948,,ЗО
14.01.2025,15.01.2025,11:57:38,СамолетP12,RU000A104YT6,RUB,Покупка,10,94.25,9425.00,18.20,5.66,1.41,12014538375,,ЗО
14.01.2025,15.01.2025,14:21:10,SBMMETF,SBMM,RUB,Продажа,400,14.6395,5855.80,0.00,0.00,1.76,12015814554,,ЗО
14.01.2025,15.01.2025,14:22:26,РусГидро,HYDR,RUB,Покупка,1000,0.5274,527.40,0.00,0.31,0.16,12015825081,,ЗО
14.01.2025,15.01.2025,14:23:00,Лентаао,LENT,RUB,Покупка,1,1188,1188.00,0.00,0.72,0.35,12015828132,,ЗО
14.01.2025,15.01.2025,14:23:23,Ростел-ао,RTKM,RUB,Покупка,10,63.59,635.90,0.00,0.38,0.19,12015829696,,ЗО
14.01.2025,15.01.2025,14:24:04,Самолетао,SMLT,RUB,Покупка,1,1000.5,1000.50,0.00,0.60,0.30,12015833279,,ЗО
14.01.2025,15.01.2025,14:25:06,MDMG-ао,MDMG,RUB,Покупка,1,935.4,935.40,0.00,0.56,0.28,12015839472,,ЗО
14.01.2025,15.01.2025,14:25:32,ИНАРКТИКА,AQUA,RUB,Покупка,1,610,610.00,0.00,0.37,0.19,12015841657,,ЗО
14.01.2025,15.01.2025,14:26:03,ММК,MAGN,RUB,Покупка,20,38.895,777.90,0.00,0.46,0.23,12015843643,,ЗО
14.04.2023,18.04.2023,18:17:09,ГАЗПРОМао,GAZP,RUB,Покупка,10,178.29,1782.90,0.00,1.07,0.54,7544809849,,ЗО
14.04.2023,17.04.2023,18:20:18,25084,RU000A101FA1,RUB,Покупка,2,99.199,1983.98,3.48,1.19,0.25,7544819275,,ЗО
14.04.2023,18.04.2023,18:22:12,БПИФбрутто,SBMX,RUB,Покупка,70,13.985,978.95,0.00,0.00,0.29,7544825001,,ЗО
11.06.2021,15.06.2021,22:19:00,FXUSETF,FXUS,RUB,Покупка,1,5616,5616.00,0.00,3.37,0.52,4029471218,,О
14.06.2023,16.06.2023,22:39:10,YandexclA,YNDX,RUB,Покупка,1,2640,2640.00,0.00,1.58,0.80,7744389521,,ЗО
